actorId,actorName,moviecount,ratingSum,normalizedMovieRank,googleHits,normalizedGoogleRank,normalizedRating
373,Aamir Khan,11,1170,9.448619843,2460000,7.342830181,10
374,Shah Rukh Khan,23,2000,7.550089836,2670000,7.884580135,9.226739883
375,Salman Khan,36,2340,5.402170181,3490000,10,9.208209991
376,Katrina Kaif,17,1640,8.480819702,2120000,6.46570015,8.948519707
377,Deepika Padukone,16,1080,5.64673996,3000000,8.735910416,8.627160072
378,Hrithik Roshan,16,1120,5.891300201,2650000,7.832980156,8.251939774
379,Priyanka Chopra,36,1990,4.451089859,3130000,9.071279526,8.136859894
380,Kareena Kapoor,37,2200,4.860159874,2940000,8.581119537,8.090649605
381,Ranbir Kapoor,11,890,6.958499908,1860000,5.794960022,7.69863987
382,Kajol,6,450,6.380430222,1780000,5.588580132,7.251560211
383,John Abraham,27,1370,4.007249832,2610000,7.729790211,7.119349957
384,Amitabh Bachchan,48,2140,3.40489006,2770000,8.142560005,7.011300087
385,Sonakshi Sinha,8,730,7.97010994,960000,3.473160028,6.951920033
386,Alia Bhatt,4,340,7.358699799,1190000,4.066510201,6.941619873
387,Ajay Devgn,49,2320,3.67524004,2570000,7.626599789,6.871319771
388,Asin,5,560,10,35900,1.089179993,6.750120163
389,Farhan Akhtar,6,370,5.076089859,1860000,5.794960022,6.625790119
390,Arjun Kapoor,5,320,5.304349899,1690000,5.356400013,6.50593996
391,Akshay Kumar,54,2950,4.387680054,1960000,6.052939892,6.380479813
392,Anushka Sharma,7,500,6.031060219,1320000,4.401879787,6.376100063
393,Vidya Balan,16,1040,5.402170181,1340000,4.45347023,6.047090054
394,Aishwarya Rai Bachchan,16,780,3.8125,1930000,5.975540161,6.008560181
395,Ranveer Singh,5,350,5.891300201,1120000,3.885920048,6.002399921
396,Vir Das,8,310,2.83423996,2270000,6.852670193,5.950920105
397,Shahid Kapoor,23,1100,3.722120047,1800000,5.640170097,5.765910149
398,Saif Ali Khan,26,1250,3.746659994,1760000,5.536980152,5.721079826
399,Anil Kapoor,19,790,3.110980034,1930000,5.975540161,5.608749866
400,Prakash Raj,7,390,4.49379015,1350000,4.479269981,5.544079781
401,Sonam Kapoor,9,490,4.369569778,1360000,4.50507021,5.487979889
402,Sanjay Kapoor,8,280,2.46739006,2080000,6.362510204,5.462490082
403,Jacqueline Fernandez,4,400,8.826089859,0,NULL,5.460309982
404,Abhishek Bachchan,34,1770,4.136189938,1260000,4.247089863,5.207940102
405,Imran Khan,12,680,4.586959839,1020000,3.627939939,5.111979961
406,Rekha,9,400,3.391299963,1480000,4.814640045,5.106880188
407,Tabu,16,700,3.32336998,1480000,4.814640045,5.068160057
408,Madhavan,12,630,4.179349899,1140000,3.937520027,5.056109905
409,Sanjay Dutt,43,1740,3.002019882,1560000,5.021029949,5.002639771
410,Parineeti Chopra,5,310,5.108699799,737000,2.897870064,4.99323988
411,Madhuri Dixit,7,310,3.375780106,1300000,4.350279808,4.833380222
412,Preity Zinta,16,880,4.423910141,877000,3.259040117,4.808810234
413,Govinda,17,680,2.956520081,1430000,4.685649872,4.785570145
414,Emraan Hashmi,26,1400,4.311039925,861000,3.217760086,4.720950127
415,Bipasha Basu,34,1570,3.560739994,1050000,3.705339909,4.571219921
416,Uday Chopra,7,450,5.332300186,311000,1.798879981,4.494339943
417,Aditya Roy Kapoor,4,330,7.11413002,0,NULL,4.484620094
418,Ritesh Deshmukh,20,1270,5.255430222,312000,1.801460028,4.452000141
419,Rishi Kapoor,19,880,3.574369907,934000,3.406080008,4.408430099
420,Kangana Ranaut,18,850,3.663039923,867000,3.233239889,4.360459805
421,Dia Mirza,15,400,1.652169943,1640000,5.22740984,4.350940228
422,Amrish Puri,11,730,5.535570145,125000,1.319039941,4.336709976
423,Amrita Rao,12,650,4.34239006,510000,2.312259912,4.222750187
424,Lara Dutta,17,810,3.704600096,737000,2.897870064,4.193009853
425,Om Puri,32,1100,2.40625,1230000,4.169700146,4.177889824
426,Kiron Kher,10,650,5.402170181,25100,1.061319947,4.113800049
427,Mallika Sherawat,12,570,3.690220118,669000,2.722440004,4.084829807
428,Sonu Sood,6,260,3.28260994,824000,3.122309923,4.080420017
429,Nana Patekar,14,840,4.913040161,173000,1.442870021,4.052490234
430,Vinod Khanna,9,520,4.695650101,243000,1.623460054,4.031509876
431,Kalki Koechlin,6,320,4.26086998,380000,1.976889968,3.985150099
432,Rani Mukerji,27,1410,4.152170181,386000,1.992359996,3.932019949
433,Rajkummar Rao,4,290,6.13586998,0,NULL,3.927079916
434,Tusshar Kapoor,19,1070,4.552629948,165000,1.422230005,3.835319996
435,Arjun Rampal,24,1140,3.690220118,476000,2.224539995,3.801059961
436,Paresh Rawal,30,1660,4.456520081,176000,1.450610042,3.796720028
437,Supriya Pathak,5,350,5.891300201,0,NULL,3.787699938
438,Nawazuddin Siddiqui,5,350,5.891300201,0,NULL,3.787699938
439,Naseeruddin Shah,19,1010,4.243710041,240000,1.615720034,3.769530058
440,Randeep Hooda,14,700,3.934779882,339000,1.871109962,3.739020109
441,Jaya Bhaduri,6,340,4.586959839,70400,1.178189993,3.715790033
442,Karisma Kapoor,6,150,1.48913002,1260000,4.247089863,3.699310064
443,Sharman Joshi,15,820,4.391300201,129000,1.329360008,3.690439939
444,Boman Irani,19,880,3.574369907,416000,2.069760084,3.646820068
445,Satish Shah,11,510,3.579050064,385000,1.989779949,3.603909969
446,Arshad Warsi,22,1100,3.934779882,217000,1.556380033,3.559639931
447,Raj Babbar,12,590,3.85326004,239000,1.613139987,3.545530081
448,Shilpa Shetty,9,270,1.97826004,960000,3.473160028,3.536989927
449,Vivek Oberoi,18,740,3.065220118,504000,2.296780109,3.486030102
450,Anupam Kher,36,1310,2.60326004,657000,2.691479921,3.447700024
451,Sameera Reddy,6,260,3.28260994,370000,1.951089978,3.412909985
452,Sunny Deol,25,860,2.408699989,687000,2.76887989,3.380919933
453,Shraddha Kapoor,4,250,5.15760994,0,NULL,3.369539976
454,Akshaye Khanna,14,690,3.864909887,110000,1.280339956,3.362499952
455,Manish Chaudhary,6,370,5.076089859,0,NULL,3.323080063
456,Sunil Shetty,42,1530,2.607140064,560000,2.441250086,3.307290077
457,Sohail Khan,13,400,2.053509951,764000,2.967519999,3.291699886
458,Esha Deol,11,400,2.600790024,539000,2.387069941,3.272799969
459,Pavan Malhotra,4,240,4.913040161,0,NULL,3.230159998
460,Sonali Kulkarni,8,340,3.201090097,249000,1.638929963,3.188539982
461,Rimi Sen,8,340,3.201090097,247000,1.633769989,3.185600042
462,Sushmita Sen,15,520,2.434779882,534000,2.374170065,3.170830011
463,Gracy Singh,9,390,3.28260994,204000,1.522840023,3.168839931
464,Kunal Khemu,8,370,3.567929983,85100,1.216109991,3.156640053
465,Juhi Chawla,13,460,2.505019903,485000,2.247760057,3.138819933
466,Vinay Pathak,13,590,3.483279943,96200,1.244740009,3.124710083
467,Dharmendra,8,280,2.46739006,473000,2.216799974,3.099730015
468,Mohammed Zeeshan Ayyub,4,230,4.668479919,0,NULL,3.090770006
469,Ranvir Shorey,14,630,3.445650101,68800,1.174059987,3.062979937
470,Genelia D'Souza,6,340,4.586959839,0,NULL,3.044310093
471,Isha Koppikar,10,400,2.956520081,234000,1.600239992,3.027100086
472,Soha Ali Khan,6,170,1.815219998,667000,2.717279911,3.013269901
473,Johnny Lever,7,210,1.97826004,584000,2.50316,2.984159946
474,Ayesha Takia,16,480,1.97826004,570000,2.467040062,2.963579893
475,Tia Bajpai,4,220,4.423910141,0,NULL,2.951390028
476,Nasser,4,220,4.423910141,0,NULL,2.951390028
477,Saurabh Shukla,10,420,3.152169943,102000,1.259709954,2.94453001
478,Konkona Sen Sharma,14,570,3.026400089,148000,1.378379941,2.940479994
479,Ameesha Patel,20,790,2.90760994,193000,1.49447,2.938940048
480,Zayed Khan,14,450,2.187890053,462000,2.188430071,2.924259901
481,Neha Dhupia,17,550,2.208440065,452000,2.162630081,2.921269894
482,Irrfan Khan,21,780,2.677020073,268000,1.687950015,2.917789936
483,Revathy,5,270,4.326089859,0,NULL,2.895629883
484,Girish Karnad,5,270,4.326089859,0,NULL,2.895629883
485,Fardeen Khan,17,660,2.841429949,180000,1.46092999,2.882110119
486,Mahesh Manjrekar,12,500,3.119570017,57800,1.145679951,2.860960007
487,Shakti Kapoor,13,370,1.827759981,549000,2.41286993,2.846930027
488,Shiney Ahuja,9,350,2.847830057,149000,1.380959988,2.84017992
489,Lillete Dubey,7,370,4.214290142,0,NULL,2.831909895
490,Shreyas Talpade,12,480,2.956520081,84800,1.215330005,2.807729959
491,Minissha Lamba,10,340,2.369570017,310000,1.796300054,2.804320097
492,Jimmy Shergill,20,740,2.663039923,192000,1.491889954,2.798089981
493,Manisha Koirala,15,460,2.043479919,430000,2.105870008,2.794909954
494,Atul Kulkarni,8,310,2.83423996,109000,1.277760029,2.77361989
495,Amrita Arora,10,350,2.46739006,238000,1.61056006,2.754209995
496,Neil Nitin Mukesh,8,290,2.589669943,184000,1.471250057,2.744509935
497,Rajat Kapoor,11,370,2.333990097,278000,1.713750005,2.736989975
498,Aftab Shivdasani,22,830,2.734189987,117000,1.298400044,2.728359938
499,Ashmit Patel,6,230,2.793479919,92500,1.235200047,2.726130009
500,Dimple Kapadia,11,370,2.333990097,267000,1.685369968,2.72081995
501,Urmila Matondkar,9,300,2.304349899,262000,1.672469974,2.696579933
502,Danny Denzongpa,4,200,3.934779882,0,NULL,2.672620058
503,Ahsaas Channa,4,200,3.934779882,0,NULL,2.672620058
504,Prem Chopra,9,210,1.326089978,610000,2.570230007,2.650700092
505,Sushant Singh,9,240,1.652169943,471000,2.211649895,2.632169962
506,Rahul Dev,9,210,1.326089978,595000,2.531539917,2.628639936
507,Kay Kay Menon,22,750,2.37845993,185000,1.473829985,2.6256001
508,Darshan Jariwala,7,270,2.816770077,14300,1.033460021,2.624429941
509,Antara Mali,6,190,2.141299963,271000,1.695690036,2.61687994
510,Jackie Shroff,25,740,1.939129949,349000,1.896909952,2.616339922
511,Vrajesh Hirjee,8,300,2.711960077,12300,1.028300047,2.561749935
512,Vicky Ahuja,5,240,3.73913002,0,NULL,2.56111002
513,Sandhya Mridul,5,240,3.73913002,0,NULL,2.56111002
514,Arbaaz Khan,17,530,2.093349934,235000,1.602820039,2.536619902
515,Prachi Desai,4,190,3.690220118,0,NULL,2.533230066
516,Ali Zafar,4,190,3.690220118,0,NULL,2.533230066
